nearest_x,run,agent_id,x,y,z
2.000000000000000000e+00,0.000000000000000000e+00,5.400000000000000000e+01,8.857831758323113647e+00,6.484417799418296546e+00,6.835969706115206179e+01
2.000000000000000000e+00,0.000000000000000000e+00,5.500000000000000000e+01,8.955480908335167101e+01,5.297049364304447749e+01,7.144847941021172488e+00
2.000000000000000000e+00,0.000000000000000000e+00,5.600000000000000000e+01,8.099226812439846412e+01,2.978555644326036855e+01,8.699971762635449579e+01
2.000000000000000000e+00,0.000000000000000000e+00,5.700000000000000000e+01,4.423602138903385139e+01,3.838956002892792441e+01,2.182251448438553965e+01
2.000000000000000000e+00,0.000000000000000000e+00,5.800000000000000000e+01,7.865186632899904851e+01,4.587940067058739402e+01,4.492055006824064556e+00
2.000000000000000000e+00,0.000000000000000000e+00,5.900000000000000000e+01,8.966962312178488048e+01,2.269741067156551750e+01,9.356278355782724532e+01
2.000000000000000000e+00,0.000000000000000000e+00,6.000000000000000000e+01,9.046124468675594699e+01,8.266150264921624569e+01,8.472244263680408949e+01
2.000000000000000000e+00,0.000000000000000000e+00,6.100000000000000000e+01,5.258532379743413543e+01,6.315138051050281831e+01,5.777678083098395234e+01
2.000000000000000000e+00,0.000000000000000000e+00,6.200000000000000000e+01,8.023145641335699452e+01,6.999908083964094807e+00,8.044525153347532864e+01
2.000000000000000000e+00,0.000000000000000000e+00,6.300000000000000000e+01,8.663393971709253094e+01,5.129971829614068213e+01,8.086615304147066752e+00
2.000000000000000000e+00,0.000000000000000000e+00,6.400000000000000000e+01,3.739178220113436169e+01,4.380697656877408264e+01,9.234705780280820875e+01
2.000000000000000000e+00,0.000000000000000000e+00,6.500000000000000000e+01,9.403072272005702814e+01,5.026987800310956089e+01,8.343107233619996066e+01
2.000000000000000000e+00,0.000000000000000000e+00,6.600000000000000000e+01,3.125363608035081597e+01,9.490233215706359360e+00,8.737638389480109424e+01
2.000000000000000000e+00,0.000000000000000000e+00,6.700000000000000000e+01,4.034504198076393777e+01,4.604874570683664103e+01,1.581406854613381618e+01
2.000000000000000000e+00,0.000000000000000000e+00,6.800000000000000000e+01,3.963910091539963787e+01,4.995918050080537398e+01,1.400101108223976532e+01
2.000000000000000000e+00,0.000000000000000000e+00,6.900000000000000000e+01,8.457081560181617874e+01,1.165151648628041592e+01,8.289342495945038536e+01
2.000000000000000000e+00,0.000000000000000000e+00,7.000000000000000000e+01,9.052471289602857496e+01,2.657494790681112917e+01,8.886882182249644302e+01
2.000000000000000000e+00,0.000000000000000000e+00,7.100000000000000000e+01,4.818257592418947866e+01,4.227875901760253186e+01,6.296040747701370321e+01
2.000000000000000000e+00,0.000000000000000000e+00,7.200000000000000000e+01,9.119294013967841295e+01,5.122041351606762305e+01,8.707651734658865550e+00
2.000000000000000000e+00,0.000000000000000000e+00,7.300000000000000000e+01,8.011970058127400307e+01,8.221291774808727837e+01,2.443130533163849449e+01
2.000000000000000000e+00,0.000000000000000000e+00,7.400000000000000000e+01,7.627903826655980879e+01,7.803905950779461698e+00,7.752418995525934520e+01
2.000000000000000000e+00,0.000000000000000000e+00,7.500000000000000000e+01,2.852103959692724189e+01,7.066764051012560799e+01,7.443216924701276582e+01
2.000000000000000000e+00,0.000000000000000000e+00,7.600000000000000000e+01,3.364393290432993666e+01,2.403729039672666445e+01,1.779757091564582439e+01
