nearest_x,run,step,agent_id,x,y,z
3.000000000000000000e+00,0.000000000000000000e+00,3.010000000000000000e+02,1.510000000000000000e+02,9.101733920380389975e+01,8.350938948071338075e+01,5.053275900552204547e+00
3.000000000000000000e+00,0.000000000000000000e+00,3.010000000000000000e+02,1.520000000000000000e+02,8.523058920438974440e+01,8.284023660054934624e+01,4.893959176279140344e+00
3.000000000000000000e+00,0.000000000000000000e+00,3.010000000000000000e+02,1.530000000000000000e+02,9.146618810287324663e+01,6.724104716975473650e+01,5.041697592185620636e+01
3.000000000000000000e+00,0.000000000000000000e+00,3.010000000000000000e+02,1.540000000000000000e+02,6.741751108707249784e+01,8.420318746122418929e+01,8.585986561109791637e+00
3.000000000000000000e+00,0.000000000000000000e+00,3.010000000000000000e+02,1.550000000000000000e+02,8.238949651044325151e+01,8.574168288425107676e+01,4.749045464399475946e+00
3.000000000000000000e+00,0.000000000000000000e+00,3.010000000000000000e+02,1.560000000000000000e+02,8.900281532404757456e+01,6.197269971309749081e+01,4.484034474213825661e+01
3.000000000000000000e+00,0.000000000000000000e+00,3.010000000000000000e+02,1.570000000000000000e+02,7.302794999238258811e+01,8.552350221632227090e+01,7.197994491079100499e+00
3.000000000000000000e+00,0.000000000000000000e+00,3.010000000000000000e+02,1.580000000000000000e+02,8.169903031289533146e+01,8.711287417431628910e+01,5.331570082528806154e+00
3.000000000000000000e+00,0.000000000000000000e+00,3.010000000000000000e+02,1.590000000000000000e+02,9.201990435515548938e+01,8.216162044820956112e+01,7.416188974443939763e+00
3.000000000000000000e+00,0.000000000000000000e+00,3.010000000000000000e+02,1.600000000000000000e+02,9.458122792363208475e+01,8.632455261127655888e+01,1.840823937083201400e+01
3.000000000000000000e+00,0.000000000000000000e+00,3.010000000000000000e+02,1.610000000000000000e+02,9.130334522688958998e+01,6.199895899574380564e+01,4.985125132262680125e+01
3.000000000000000000e+00,0.000000000000000000e+00,3.010000000000000000e+02,1.620000000000000000e+02,9.381135283083754928e+01,8.202781701353583799e+01,8.470524789262293908e+00
3.000000000000000000e+00,0.000000000000000000e+00,3.010000000000000000e+02,1.630000000000000000e+02,9.322620330016448520e+01,8.163218827987671489e+01,6.983082148618749763e+00
3.000000000000000000e+00,0.000000000000000000e+00,3.010000000000000000e+02,1.640000000000000000e+02,8.413275872943015088e+01,5.603942505003760033e+01,4.568818597604369103e+01
